"S No.",Year,State,Industry,Count,"Last Update"
81,2023,Bihar,"Aeronautics Aerospace & Defence",1,"09-04-2023 04:00:03"
82,2023,Bihar,Agriculture,26,"09-04-2023 04:00:03"
83,2023,Bihar,"Art & Photography",1,"09-04-2023 04:00:03"
84,2023,Bihar,Automotive,6,"09-04-2023 04:00:03"
85,2023,Bihar,"Computer Vision",1,"09-04-2023 04:00:03"
86,2023,Bihar,Construction,42,"09-04-2023 04:00:03"
87,2023,Bihar,"Dating Matrimonial",1,"09-04-2023 04:00:03"
88,2023,Bihar,Education,19,"09-04-2023 04:00:03"
89,2023,Bihar,"Enterprise Software",2,"09-04-2023 04:00:03"
90,2023,Bihar,Events,1,"09-04-2023 04:00:03"
91,2023,Bihar,Fashion,2,"09-04-2023 04:00:03"
92,2023,Bihar,"Finance Technology",4,"09-04-2023 04:00:03"
93,2023,Bihar,"Food & Beverages",15,"09-04-2023 04:00:03"
94,2023,Bihar,"Green Technology",2,"09-04-2023 04:00:03"
95,2023,Bihar,"Healthcare & Lifesciences",25,"09-04-2023 04:00:03"
96,2023,Bihar,"Human Resources",8,"09-04-2023 04:00:03"
97,2023,Bihar,"Indic Language Startups",1,"09-04-2023 04:00:03"
98,2023,Bihar,"IT Services",11,"09-04-2023 04:00:03"
99,2023,Bihar,Marketing,3,"09-04-2023 04:00:03"
100,2023,Bihar,"Media & Entertainment",4,"09-04-2023 04:00:03"
101,2023,Bihar,"Non- Renewable Energy",2,"09-04-2023 04:00:03"
102,2023,Bihar,"Other Specialty Retailers",2,"09-04-2023 04:00:03"
103,2023,Bihar,Others,2,"09-04-2023 04:00:03"
104,2023,Bihar,"Professional & Commercial Services",10,"09-04-2023 04:00:03"
105,2023,Bihar,"Real Estate",3,"09-04-2023 04:00:03"
106,2023,Bihar,"Renewable Energy",1,"09-04-2023 04:00:03"
107,2023,Bihar,Retail,2,"09-04-2023 04:00:03"
108,2023,Bihar,Robotics,1,"09-04-2023 04:00:03"
109,2023,Bihar,"Security Solutions",2,"09-04-2023 04:00:03"
110,2023,Bihar,"Social Impact",2,"09-04-2023 04:00:03"
111,2023,Bihar,"Technology Hardware",6,"09-04-2023 04:00:03"
112,2023,Bihar,"Telecommunication & Networking",4,"09-04-2023 04:00:03"
113,2023,Bihar,"Textiles & Apparel",2,"09-04-2023 04:00:03"
114,2023,Bihar,"Transportation & Storage",3,"09-04-2023 04:00:03"
115,2023,Bihar,"Travel & Tourism",3,"09-04-2023 04:00:03"
116,2023,Bihar,"Waste Management",3,"09-04-2023 04:00:03"
117,2023,Chandigarh,Agriculture,1,"09-04-2023 04:00:03"
118,2023,Chandigarh,AI,1,"09-04-2023 04:00:03"
119,2023,Chandigarh,Analytics,1,"09-04-2023 04:00:03"
120,2023,Chandigarh,Automotive,2,"09-04-2023 04:00:03"
121,2023,Chandigarh,Chemicals,1,"09-04-2023 04:00:03"
122,2023,Chandigarh,Construction,2,"09-04-2023 04:00:03"
123,2023,Chandigarh,Education,2,"09-04-2023 04:00:03"
124,2023,Chandigarh,"Finance Technology",2,"09-04-2023 04:00:03"
125,2023,Chandigarh,"Food & Beverages",1,"09-04-2023 04:00:03"
126,2023,Chandigarh,"Healthcare & Lifesciences",7,"09-04-2023 04:00:03"
127,2023,Chandigarh,"House-Hold Services",1,"09-04-2023 04:00:03"
128,2023,Chandigarh,"Human Resources",1,"09-04-2023 04:00:03"
129,2023,Chandigarh,"Internet of Things",1,"09-04-2023 04:00:03"
130,2023,Chandigarh,"IT Services",1,"09-04-2023 04:00:03"
131,2023,Chandigarh,Others,1,"09-04-2023 04:00:03"
132,2023,Chandigarh,"Pets & Animals",1,"09-04-2023 04:00:03"
133,2023,Chandigarh,"Professional & Commercial Services",1,"09-04-2023 04:00:03"
134,2023,Chandigarh,"Real Estate",1,"09-04-2023 04:00:03"
135,2023,Chandigarh,Retail,1,"09-04-2023 04:00:03"
136,2023,Chandigarh,"Security Solutions",1,"09-04-2023 04:00:03"
137,2023,Chandigarh,"Technology Hardware",3,"09-04-2023 04:00:03"
138,2023,Chandigarh,"Telecommunication & Networking",1,"09-04-2023 04:00:03"
139,2023,Chandigarh,"Transportation & Storage",1,"09-04-2023 04:00:03"
140,2023,Chhattisgarh,"Aeronautics Aerospace & Defence",1,"09-04-2023 04:00:03"
141,2023,Chhattisgarh,Agriculture,20,"09-04-2023 04:00:03"
142,2023,Chhattisgarh,AI,2,"09-04-2023 04:00:03"
143,2023,Chhattisgarh,Automotive,2,"09-04-2023 04:00:03"
144,2023,Chhattisgarh,Biotechnology,2,"09-04-2023 04:00:03"
145,2023,Chhattisgarh,Chemicals,2,"09-04-2023 04:00:03"
146,2023,Chhattisgarh,Construction,9,"09-04-2023 04:00:03"
147,2023,Chhattisgarh,Education,5,"09-04-2023 04:00:03"
148,2023,Chhattisgarh,Fashion,1,"09-04-2023 04:00:03"
149,2023,Chhattisgarh,"Finance Technology",2,"09-04-2023 04:00:03"
150,2023,Chhattisgarh,"Food & Beverages",4,"09-04-2023 04:00:03"
151,2023,Chhattisgarh,"Healthcare & Lifesciences",6,"09-04-2023 04:00:03"
152,2023,Chhattisgarh,"Human Resources",1,"09-04-2023 04:00:03"
153,2023,Chhattisgarh,"IT Services",5,"09-04-2023 04:00:03"
154,2023,Chhattisgarh,Logistics,3,"09-04-2023 04:00:03"
155,2023,Chhattisgarh,Marketing,2,"09-04-2023 04:00:03"
156,2023,Chhattisgarh,"Media & Entertainment",2,"09-04-2023 04:00:03"
157,2023,Chhattisgarh,"Non- Renewable Energy",1,"09-04-2023 04:00:03"
158,2023,Chhattisgarh,"Other Specialty Retailers",1,"09-04-2023 04:00:03"
159,2023,Chhattisgarh,Others,2,"09-04-2023 04:00:03"
160,2023,Chhattisgarh,"Pets & Animals",1,"09-04-2023 04:00:03"
161,2023,Chhattisgarh,"Professional & Commercial Services",5,"09-04-2023 04:00:03"
162,2023,Chhattisgarh,"Real Estate",1,"09-04-2023 04:00:03"
163,2023,Chhattisgarh,"Renewable Energy",2,"09-04-2023 04:00:03"
164,2023,Chhattisgarh,Retail,5,"09-04-2023 04:00:03"
165,2023,Chhattisgarh,"Security Solutions",2,"09-04-2023 04:00:03"
166,2023,Chhattisgarh,"Social Impact",2,"09-04-2023 04:00:03"
167,2023,Chhattisgarh,"Social Network",1,"09-04-2023 04:00:03"
168,2023,Chhattisgarh,"Technology Hardware",4,"09-04-2023 04:00:03"
169,2023,Chhattisgarh,"Transportation & Storage",2,"09-04-2023 04:00:03"
170,2023,Chhattisgarh,"Travel & Tourism",1,"09-04-2023 04:00:03"
171,2023,Chhattisgarh,"Waste Management",1,"09-04-2023 04:00:03"
172,2023,"Dadra and Nagar Haveli and Daman and Diu","Green Technology",1,"09-04-2023 04:00:03"
173,2023,Delhi,Advertising,17,"09-04-2023 04:00:03"
174,2023,Delhi,"Aeronautics Aerospace & Defence",9,"09-04-2023 04:00:03"
175,2023,Delhi,Agriculture,26,"09-04-2023 04:00:03"
176,2023,Delhi,AI,10,"09-04-2023 04:00:03"
177,2023,Delhi,Analytics,2,"09-04-2023 04:00:03"
178,2023,Delhi,"AR VR (Augmented + Virtual Reality)",3,"09-04-2023 04:00:03"
179,2023,Delhi,"Architecture Interior Design",2,"09-04-2023 04:00:03"
180,2023,Delhi,Automotive,23,"09-04-2023 04:00:03"
181,2023,Delhi,Biotechnology,4,"09-04-2023 04:00:03"
182,2023,Delhi,Chemicals,5,"09-04-2023 04:00:03"
183,2023,Delhi,Construction,36,"09-04-2023 04:00:03"
184,2023,Delhi,"Dating Matrimonial",2,"09-04-2023 04:00:03"
185,2023,Delhi,Design,2,"09-04-2023 04:00:03"
186,2023,Delhi,Education,51,"09-04-2023 04:00:03"
187,2023,Delhi,"Enterprise Software",9,"09-04-2023 04:00:03"
188,2023,Delhi,Events,2,"09-04-2023 04:00:03"
189,2023,Delhi,Fashion,26,"09-04-2023 04:00:03"
190,2023,Delhi,"Finance Technology",30,"09-04-2023 04:00:03"
191,2023,Delhi,"Food & Beverages",44,"09-04-2023 04:00:03"
192,2023,Delhi,"Green Technology",15,"09-04-2023 04:00:03"
193,2023,Delhi,"Healthcare & Lifesciences",110,"09-04-2023 04:00:03"
194,2023,Delhi,"House-Hold Services",4,"09-04-2023 04:00:03"
195,2023,Delhi,"Human Resources",38,"09-04-2023 04:00:03"
196,2023,Delhi,"Indic Language Startups",3,"09-04-2023 04:00:03"
197,2023,Delhi,"Internet of Things",2,"09-04-2023 04:00:03"
198,2023,Delhi,"IT Services",87,"09-04-2023 04:00:03"
199,2023,Delhi,Logistics,15,"09-04-2023 04:00:03"
200,2023,Delhi,Marketing,16,"09-04-2023 04:00:03"
201,2023,Delhi,"Media & Entertainment",18,"09-04-2023 04:00:03"
202,2023,Delhi,Nanotechnology,1,"09-04-2023 04:00:03"
203,2023,Delhi,"Non- Renewable Energy",1,"09-04-2023 04:00:03"
204,2023,Delhi,"Other Specialty Retailers",9,"09-04-2023 04:00:03"
205,2023,Delhi,Others,15,"09-04-2023 04:00:03"
206,2023,Delhi,"Pets & Animals",5,"09-04-2023 04:00:03"
207,2023,Delhi,"Professional & Commercial Services",45,"09-04-2023 04:00:03"
208,2023,Delhi,"Real Estate",14,"09-04-2023 04:00:03"
209,2023,Delhi,"Renewable Energy",18,"09-04-2023 04:00:03"
210,2023,Delhi,Retail,19,"09-04-2023 04:00:03"
211,2023,Delhi,Robotics,4,"09-04-2023 04:00:03"
212,2023,Delhi,Safety,4,"09-04-2023 04:00:03"
213,2023,Delhi,"Security Solutions",17,"09-04-2023 04:00:03"
214,2023,Delhi,"Social Impact",6,"09-04-2023 04:00:03"
215,2023,Delhi,Sports,4,"09-04-2023 04:00:03"
216,2023,Delhi,"Technology Hardware",31,"09-04-2023 04:00:03"
217,2023,Delhi,"Telecommunication & Networking",11,"09-04-2023 04:00:03"
218,2023,Delhi,"Textiles & Apparel",19,"09-04-2023 04:00:03"
219,2023,Delhi,"Toys and Games",2,"09-04-2023 04:00:03"
220,2023,Delhi,"Transportation & Storage",18,"09-04-2023 04:00:03"
221,2023,Delhi,"Travel & Tourism",26,"09-04-2023 04:00:03"
222,2023,Delhi,"Waste Management",13,"09-04-2023 04:00:03"
223,2023,Goa,Advertising,1,"09-04-2023 04:00:03"
224,2023,Goa,Automotive,1,"09-04-2023 04:00:03"
225,2023,Goa,"Computer Vision",1,"09-04-2023 04:00:03"
226,2023,Goa,Construction,1,"09-04-2023 04:00:03"
227,2023,Goa,Education,2,"09-04-2023 04:00:03"
228,2023,Goa,"Enterprise Software",1,"09-04-2023 04:00:03"
229,2023,Goa,Fashion,1,"09-04-2023 04:00:03"
230,2023,Goa,"Food & Beverages",3,"09-04-2023 04:00:03"
231,2023,Goa,"Green Technology",1,"09-04-2023 04:00:03"
232,2023,Goa,"Healthcare & Lifesciences",4,"09-04-2023 04:00:03"
233,2023,Goa,"IT Services",1,"09-04-2023 04:00:03"
234,2023,Goa,"Other Specialty Retailers",1,"09-04-2023 04:00:03"
235,2023,Goa,Others,1,"09-04-2023 04:00:03"
236,2023,Goa,"Pets & Animals",1,"09-04-2023 04:00:03"
237,2023,Goa,"Professional & Commercial Services",5,"09-04-2023 04:00:03"
238,2023,Goa,Retail,1,"09-04-2023 04:00:03"
239,2023,Goa,"Travel & Tourism",5,"09-04-2023 04:00:03"
240,2023,Goa,"Waste Management",1,"09-04-2023 04:00:03"
241,2023,Gujarat,Advertising,7,"09-04-2023 04:00:03"
242,2023,Gujarat,"Aeronautics Aerospace & Defence",10,"09-04-2023 04:00:03"
243,2023,Gujarat,Agriculture,65,"09-04-2023 04:00:03"
244,2023,Gujarat,AI,5,"09-04-2023 04:00:03"
245,2023,Gujarat,Analytics,5,"09-04-2023 04:00:03"
246,2023,Gujarat,"AR VR (Augmented + Virtual Reality)",2,"09-04-2023 04:00:03"
247,2023,Gujarat,"Architecture Interior Design",6,"09-04-2023 04:00:03"
248,2023,Gujarat,"Art & Photography",2,"09-04-2023 04:00:03"
249,2023,Gujarat,Automotive,26,"09-04-2023 04:00:03"
250,2023,Gujarat,Biotechnology,4,"09-04-2023 04:00:03"
251,2023,Gujarat,Chemicals,28,"09-04-2023 04:00:03"
252,2023,Gujarat,Construction,63,"09-04-2023 04:00:03"
253,2023,Gujarat,"Dating Matrimonial",1,"09-04-2023 04:00:03"
254,2023,Gujarat,Design,10,"09-04-2023 04:00:03"
255,2023,Gujarat,Education,25,"09-04-2023 04:00:03"
256,2023,Gujarat,"Enterprise Software",9,"09-04-2023 04:00:03"
257,2023,Gujarat,Events,1,"09-04-2023 04:00:03"
258,2023,Gujarat,Fashion,34,"09-04-2023 04:00:03"
259,2023,Gujarat,"Finance Technology",29,"09-04-2023 04:00:03"
260,2023,Gujarat,"Food & Beverages",53,"09-04-2023 04:00:03"
261,2023,Gujarat,"Green Technology",22,"09-04-2023 04:00:03"
262,2023,Gujarat,"Healthcare & Lifesciences",113,"09-04-2023 04:00:03"
263,2023,Gujarat,"House-Hold Services",11,"09-04-2023 04:00:03"
264,2023,Gujarat,"Human Resources",18,"09-04-2023 04:00:03"
265,2023,Gujarat,"Indic Language Startups",5,"09-04-2023 04:00:03"
266,2023,Gujarat,"Internet of Things",7,"09-04-2023 04:00:03"
267,2023,Gujarat,"IT Services",102,"09-04-2023 04:00:03"
268,2023,Gujarat,Logistics,6,"09-04-2023 04:00:03"
269,2023,Gujarat,Marketing,16,"09-04-2023 04:00:03"
270,2023,Gujarat,"Media & Entertainment",11,"09-04-2023 04:00:03"
271,2023,Gujarat,Nanotechnology,2,"09-04-2023 04:00:03"
272,2023,Gujarat,"Non- Renewable Energy",16,"09-04-2023 04:00:03"
273,2023,Gujarat,"Other Specialty Retailers",8,"09-04-2023 04:00:03"
274,2023,Gujarat,Others,15,"09-04-2023 04:00:03"
275,2023,Gujarat,"Professional & Commercial Services",47,"09-04-2023 04:00:03"
276,2023,Gujarat,"Real Estate",7,"09-04-2023 04:00:03"
277,2023,Gujarat,"Renewable Energy",40,"09-04-2023 04:00:03"
278,2023,Gujarat,Retail,18,"09-04-2023 04:00:03"
279,2023,Gujarat,Robotics,4,"09-04-2023 04:00:03"
280,2023,Gujarat,Safety,1,"09-04-2023 04:00:03"
281,2023,Gujarat,"Security Solutions",10,"09-04-2023 04:00:03"
282,2023,Gujarat,"Social Impact",1,"09-04-2023 04:00:03"
283,2023,Gujarat,"Social Network",4,"09-04-2023 04:00:03"
284,2023,Gujarat,Sports,3,"09-04-2023 04:00:03"
285,2023,Gujarat,"Technology Hardware",64,"09-04-2023 04:00:03"
286,2023,Gujarat,"Telecommunication & Networking",4,"09-04-2023 04:00:03"
287,2023,Gujarat,"Textiles & Apparel",39,"09-04-2023 04:00:03"
288,2023,Gujarat,"Toys and Games",5,"09-04-2023 04:00:03"
289,2023,Gujarat,"Transportation & Storage",14,"09-04-2023 04:00:03"
290,2023,Gujarat,"Travel & Tourism",14,"09-04-2023 04:00:03"
291,2023,Gujarat,"Waste Management",18,"09-04-2023 04:00:03"
292,2023,Haryana,Advertising,6,"09-04-2023 04:00:03"
293,2023,Haryana,"Aeronautics Aerospace & Defence",3,"09-04-2023 04:00:03"
294,2023,Haryana,Agriculture,23,"09-04-2023 04:00:03"
295,2023,Haryana,AI,1,"09-04-2023 04:00:03"
296,2023,Haryana,Analytics,3,"09-04-2023 04:00:03"
297,2023,Haryana,"AR VR (Augmented + Virtual Reality)",4,"09-04-2023 04:00:03"
298,2023,Haryana,"Architecture Interior Design",4,"09-04-2023 04:00:03"
299,2023,Haryana,"Art & Photography",2,"09-04-2023 04:00:03"
300,2023,Haryana,Automotive,16,"09-04-2023 04:00:03"
301,2023,Haryana,Chemicals,6,"09-04-2023 04:00:03"
302,2023,Haryana,"Computer Vision",1,"09-04-2023 04:00:03"
303,2023,Haryana,Construction,24,"09-04-2023 04:00:03"
304,2023,Haryana,"Dating Matrimonial",1,"09-04-2023 04:00:03"
305,2023,Haryana,Design,1,"09-04-2023 04:00:03"
306,2023,Haryana,Education,23,"09-04-2023 04:00:03"
307,2023,Haryana,"Enterprise Software",10,"09-04-2023 04:00:03"
308,2023,Haryana,Events,2,"09-04-2023 04:00:03"
309,2023,Haryana,Fashion,7,"09-04-2023 04:00:03"
310,2023,Haryana,"Finance Technology",17,"09-04-2023 04:00:03"
311,2023,Haryana,"Food & Beverages",21,"09-04-2023 04:00:03"
312,2023,Haryana,"Green Technology",8,"09-04-2023 04:00:03"
313,2023,Haryana,"Healthcare & Lifesciences",42,"09-04-2023 04:00:03"
314,2023,Haryana,"House-Hold Services",11,"09-04-2023 04:00:03"
315,2023,Haryana,"Human Resources",14,"09-04-2023 04:00:03"
316,2023,Haryana,"Internet of Things",2,"09-04-2023 04:00:03"
317,2023,Haryana,"IT Services",66,"09-04-2023 04:00:03"
318,2023,Haryana,Logistics,6,"09-04-2023 04:00:03"
319,2023,Haryana,Marketing,5,"09-04-2023 04:00:03"
320,2023,Haryana,"Media & Entertainment",7,"09-04-2023 04:00:03"
321,2023,Haryana,"Non- Renewable Energy",1,"09-04-2023 04:00:03"
322,2023,Haryana,"Other Specialty Retailers",4,"09-04-2023 04:00:03"
323,2023,Haryana,Others,5,"09-04-2023 04:00:03"
324,2023,Haryana,"Passenger Experience",1,"09-04-2023 04:00:03"
325,2023,Haryana,"Professional & Commercial Services",11,"09-04-2023 04:00:03"
326,2023,Haryana,"Real Estate",3,"09-04-2023 04:00:03"
327,2023,Haryana,"Renewable Energy",14,"09-04-2023 04:00:03"
328,2023,Haryana,Retail,9,"09-04-2023 04:00:03"
329,2023,Haryana,Safety,4,"09-04-2023 04:00:03"
330,2023,Haryana,"Security Solutions",7,"09-04-2023 04:00:03"
331,2023,Haryana,"Social Impact",3,"09-04-2023 04:00:03"
332,2023,Haryana,"Social Network",2,"09-04-2023 04:00:03"
333,2023,Haryana,Sports,5,"09-04-2023 04:00:03"
334,2023,Haryana,"Technology Hardware",17,"09-04-2023 04:00:03"
335,2023,Haryana,"Telecommunication & Networking",6,"09-04-2023 04:00:03"
336,2023,Haryana,"Textiles & Apparel",12,"09-04-2023 04:00:03"
337,2023,Haryana,"Toys and Games",2,"09-04-2023 04:00:03"
338,2023,Haryana,"Transportation & Storage",7,"09-04-2023 04:00:03"
339,2023,Haryana,"Travel & Tourism",4,"09-04-2023 04:00:03"
340,2023,Haryana,"Waste Management",7,"09-04-2023 04:00:03"
341,2023,"Himachal Pradesh",Agriculture,11,"09-04-2023 04:00:03"
342,2023,"Himachal Pradesh",Analytics,1,"09-04-2023 04:00:03"
343,2023,"Himachal Pradesh",Construction,4,"09-04-2023 04:00:03"
344,2023,"Himachal Pradesh",Education,1,"09-04-2023 04:00:03"
345,2023,"Himachal Pradesh","Food & Beverages",4,"09-04-2023 04:00:03"
346,2023,"Himachal Pradesh","Healthcare & Lifesciences",7,"09-04-2023 04:00:03"
347,2023,"Himachal Pradesh","House-Hold Services",1,"09-04-2023 04:00:03"
348,2023,"Himachal Pradesh","IT Services",1,"09-04-2023 04:00:03"
349,2023,"Himachal Pradesh",Marketing,2,"09-04-2023 04:00:03"
350,2023,"Himachal Pradesh","Professional & Commercial Services",2,"09-04-2023 04:00:03"
351,2023,"Himachal Pradesh",Retail,1,"09-04-2023 04:00:03"
352,2023,"Himachal Pradesh","Technology Hardware",4,"09-04-2023 04:00:03"
353,2023,"Himachal Pradesh","Toys and Games",1,"09-04-2023 04:00:03"
354,2023,"Himachal Pradesh","Travel & Tourism",1,"09-04-2023 04:00:03"
355,2023,"Jammu and Kashmir",Agriculture,6,"09-04-2023 04:00:03"
356,2023,"Jammu and Kashmir","Art & Photography",1,"09-04-2023 04:00:03"
357,2023,"Jammu and Kashmir",Construction,19,"09-04-2023 04:00:03"
358,2023,"Jammu and Kashmir",Education,6,"09-04-2023 04:00:03"
359,2023,"Jammu and Kashmir","Finance Technology",1,"09-04-2023 04:00:03"
360,2023,"Jammu and Kashmir","Food & Beverages",3,"09-04-2023 04:00:03"
361,2023,"Jammu and Kashmir","Healthcare & Lifesciences",6,"09-04-2023 04:00:03"
362,2023,"Jammu and Kashmir","Human Resources",2,"09-04-2023 04:00:03"
363,2023,"Jammu and Kashmir","Internet of Things",2,"09-04-2023 04:00:03"
364,2023,"Jammu and Kashmir",Logistics,1,"09-04-2023 04:00:03"
365,2023,"Jammu and Kashmir",Marketing,2,"09-04-2023 04:00:03"
366,2023,"Jammu and Kashmir","Media & Entertainment",1,"09-04-2023 04:00:03"
367,2023,"Jammu and Kashmir","Non- Renewable Energy",2,"09-04-2023 04:00:03"
368,2023,"Jammu and Kashmir","Professional & Commercial Services",5,"09-04-2023 04:00:03"
369,2023,"Jammu and Kashmir","Renewable Energy",4,"09-04-2023 04:00:03"
370,2023,"Jammu and Kashmir","Security Solutions",1,"09-04-2023 04:00:03"
371,2023,"Jammu and Kashmir","Social Impact",1,"09-04-2023 04:00:03"
372,2023,"Jammu and Kashmir","Telecommunication & Networking",1,"09-04-2023 04:00:03"
373,2023,"Jammu and Kashmir","Textiles & Apparel",2,"09-04-2023 04:00:03"
374,2023,"Jammu and Kashmir","Travel & Tourism",3,"09-04-2023 04:00:03"
375,2023,Jharkhand,Agriculture,2,"09-04-2023 04:00:03"
376,2023,Jharkhand,"Architecture Interior Design",1,"09-04-2023 04:00:03"
377,2023,Jharkhand,Automotive,3,"09-04-2023 04:00:03"
378,2023,Jharkhand,Chemicals,5,"09-04-2023 04:00:03"
379,2023,Jharkhand,Construction,10,"09-04-2023 04:00:03"
380,2023,Jharkhand,Education,6,"09-04-2023 04:00:03"
381,2023,Jharkhand,"Enterprise Software",2,"09-04-2023 04:00:03"
382,2023,Jharkhand,Fashion,2,"09-04-2023 04:00:03"
